date,tips
10/02/2021,10.0
10/02/2021,10.0
10/02/2021,4.0
10/02/2021,4.0
10/02/2021,2.15
10/02/2021,4.0
10/02/2021,5.0
10/02/2021,5.0
10/02/2021,15.0
10/02/2021,7.0
10/02/2021,6.3
10/02/2021,10.0
10/02/2021,5.0
10/02/2021,15.0
10/02/2021,4.8
