date,tips
10/01/2021,15.0
10/01/2021,5.0
10/01/2021,15.0
10/01/2021,5.0
10/01/2021,9.0
10/01/2021,7.5
10/01/2021,13.7
10/01/2021,6.0
10/01/2021,10.0
10/01/2021,5.0
10/01/2021,4.0
10/01/2021,5.0
10/01/2021,8.0
10/01/2021,5.2
10/01/2021,5.0
10/01/2021,3.6
