date,dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,main,description
10/04/2021,1633460400,73.9,73.53,1024,54,56.23,4.1,40,10000,1.99,56,5.01,Clouds,scattered clouds
