date,tips
10/16/2021,5.0
10/16/2021,9.0
10/16/2021,3.0
10/16/2021,8.0
10/16/2021,4.0
10/16/2021,3.0
10/16/2021,3.0
10/16/2021,7.0
10/16/2021,6.0
10/16/2021,5.0
10/16/2021,7.4
10/16/2021,5.0
