date,dt,temp,feels_like,pressure,humidity,dew_point,uvi,clouds,visibility,wind_speed,wind_deg,wind_gust,rain,main,description
10/01/2021,1633201200,69.98,70.54,1012,82,64.24,2.62,90,10000,1.99,200,7,,Rain,light rain
